user_id,orig_user_id,split,orig_row,M2ID,M2FAMNUM,answered
239,438,train,1596.0,12056.0,110116.0,178
240,441,train,1087.0,11409.0,120950.0,166
241,443,train,5283.0,16825.0,120464.0,141
242,448,train,5992.0,17747.0,110446.0,161
243,449,train,3755.0,14860.0,101964.0,176
244,451,train,2395.0,13067.0,101271.0,151
245,454,train,2809.0,13590.0,101490.0,172
246,455,train,116.0,10150.0,100065.0,154
247,456,train,4875.0,16311.0,102554.0,167
248,457,train,6529.0,18453.0,103401.0,171
249,462,train,6782.0,18782.0,120332.0,172
250,463,train,6480.0,18387.0,110483.0,130
251,466,train,5218.0,16736.0,102720.0,133
252,467,train,5897.0,17626.0,120406.0,177
253,471,train,6303.0,18160.0,103281.0,166
254,473,train,5650.0,17301.0,102945.0,144
255,474,train,3772.0,14882.0,101976.0,170
256,476,train,4439.0,15743.0,120127.0,173
257,477,train,6968.0,19018.0,110280.0,158
258,479,train,5403.0,16979.0,120603.0,160
259,480,train,4876.0,16313.0,110449.0,178
260,481,train,1982.0,12546.0,110069.0,132
261,482,train,1291.0,11670.0,100691.0,166
262,483,train,2587.0,13315.0,101366.0,135
263,484,train,3384.0,14344.0,120699.0,159
264,485,train,2998.0,13834.0,110484.0,177
265,486,train,3614.0,14666.0,101884.0,166
266,488,train,5860.0,17574.0,103054.0,176
267,489,train,1422.0,11842.0,120576.0,171
268,490,train,3438.0,14426.0,120118.0,160
269,491,train,3548.0,14580.0,110072.0,179
270,492,train,4382.0,15671.0,102297.0,166
271,494,train,2825.0,13609.0,101497.0,179
272,495,train,3501.0,14511.0,120305.0,158
273,497,train,4626.0,15985.0,110486.0,136
274,498,train,4162.0,15394.0,102174.0,171
275,500,train,2135.0,12730.0,110133.0,164
276,501,train,2900.0,13710.0,120229.0,151
277,502,train,20.0,10024.0,100013.0,173
278,504,train,4596.0,15947.0,110340.0,154
279,505,train,7028.0,19094.0,120877.0,158
280,508,train,6269.0,18110.0,103263.0,168
281,509,train,875.0,11124.0,120130.0,169
282,510,train,5115.0,16616.0,110167.0,170
283,512,train,90.0,10119.0,120608.0,177
284,514,train,4841.0,16265.0,120189.0,174
285,516,train,6387.0,18272.0,120500.0,174
286,518,train,395.0,10503.0,120025.0,175
287,520,train,2114.0,12701.0,101124.0,132
288,522,train,4728.0,16123.0,102479.0,160
289,523,train,1994.0,12560.0,101062.0,176
290,528,train,4233.0,15485.0,102218.0,172
291,529,train,5080.0,16576.0,110256.0,178
292,530,train,5928.0,17672.0,103088.0,163
293,531,train,3402.0,14369.0,110390.0,175
294,532,train,902.0,11159.0,120181.0,168
295,534,train,6082.0,17857.0,103164.0,156
296,539,train,773.0,10985.0,110058.0,130
297,540,train,3068.0,13937.0,120538.0,173
298,541,train,5177.0,16688.0,102700.0,141
299,543,train,216.0,10279.0,100116.0,155
300,549,train,678.0,10862.0,100366.0,140
301,550,train,1903.0,12448.0,110216.0,178
302,554,train,3673.0,14746.0,120460.0,147
303,556,train,4579.0,15925.0,110200.0,180
304,560,train,5526.0,17144.0,120389.0,177
305,562,train,6524.0,18446.0,103398.0,172
306,564,train,6200.0,18018.0,120173.0,176
307,566,train,2975.0,13804.0,120873.0,177
308,568,train,173.0,10226.0,100093.0,171
309,569,train,5259.0,16789.0,102740.0,179
310,570,train,2256.0,12884.0,101192.0,167
311,571,train,352.0,10452.0,110025.0,170
312,572,train,6973.0,19027.0,120161.0,141
313,574,train,1788.0,12297.0,120072.0,174
314,575,train,3341.0,14289.0,101763.0,170
315,576,train,1879.0,12420.0,100999.0,156
316,578,train,6237.0,18065.0,120329.0,169
317,581,train,2567.0,13291.0,120600.0,174
318,583,train,3663.0,14732.0,101909.0,176
319,584,train,925.0,11183.0,110400.0,141
320,585,train,2294.0,12931.0,120663.0,172
321,587,train,5314.0,16871.0,102768.0,172
322,589,train,3746.0,14846.0,101959.0,172
323,590,train,1821.0,12340.0,100969.0,174
324,592,train,5727.0,17404.0,120024.0,171
325,593,train,870.0,11118.0,110070.0,151
326,594,train,3172.0,14071.0,101677.0,147
327,596,train,3731.0,14827.0,120274.0,143
328,597,train,4263.0,15523.0,102231.0,173
329,598,train,6461.0,18364.0,103366.0,180
330,600,train,5549.0,17176.0,110299.0,179
331,603,train,3653.0,14719.0,120502.0,170
332,605,train,2905.0,13716.0,110403.0,178
333,606,train,487.0,10611.0,110240.0,135
334,609,train,3160.0,14058.0,120251.0,178
335,610,train,151.0,10197.0,100083.0,171
336,611,train,3940.0,15100.0,120875.0,174
337,612,train,4378.0,15666.0,102294.0,172
338,618,train,5054.0,16545.0,102644.0,137
339,619,train,3366.0,14320.0,120213.0,173
340,621,train,4124.0,15343.0,120147.0,163
341,622,train,6453.0,18354.0,103363.0,172
342,623,train,3815.0,14936.0,101996.0,165
343,624,train,5036.0,16519.0,120449.0,172
344,625,train,5521.0,17135.0,120414.0,171
345,626,train,3073.0,13942.0,101627.0,160
346,629,train,1700.0,12189.0,100910.0,153
347,630,train,4134.0,15357.0,102157.0,131
348,631,train,2143.0,12742.0,110323.0,170
349,632,train,6314.0,18178.0,103287.0,173
350,633,train,4496.0,15814.0,120359.0,171
351,640,train,5137.0,16642.0,110386.0,136
352,643,train,3233.0,14156.0,120382.0,166
353,644,train,1595.0,12054.0,120006.0,178
354,646,train,2624.0,13362.0,101393.0,180
355,648,train,662.0,10834.0,100358.0,175
356,649,train,4186.0,15428.0,120794.0,166
357,651,train,4545.0,15878.0,120222.0,175
358,652,train,3154.0,14051.0,110001.0,172
359,653,train,1613.0,12077.0,110117.0,173
360,655,train,2399.0,13071.0,120561.0,156
361,656,train,2763.0,13533.0,101465.0,137
362,657,train,5666.0,17321.0,102954.0,172
363,659,train,409.0,10522.0,100217.0,150
364,663,train,1612.0,12076.0,120685.0,179
365,665,train,4353.0,15635.0,102277.0,149
366,667,train,6677.0,18649.0,120848.0,171
367,668,train,271.0,10353.0,110489.0,176
368,670,train,1708.0,12199.0,110122.0,179
369,671,train,901.0,11158.0,100484.0,166
370,673,train,1991.0,12557.0,101060.0,173
371,675,train,6628.0,18583.0,103463.0,158
372,676,train,2200.0,12811.0,101162.0,180
373,678,train,7033.0,19100.0,103679.0,176
374,680,train,1363.0,11770.0,100728.0,173
375,681,train,930.0,11190.0,110184.0,168
376,682,train,2459.0,13151.0,120395.0,176
377,685,train,6866.0,18891.0,103591.0,147
378,687,train,6.0,10008.0,120206.0,132
379,688,train,6064.0,17830.0,103155.0,152
380,690,train,2440.0,13125.0,120915.0,141
381,693,train,2909.0,13720.0,101544.0,132
382,695,train,3843.0,14977.0,120844.0,159
383,697,train,6988.0,19042.0,110116.0,159
384,698,train,5760.0,17448.0,110231.0,134
385,703,train,6661.0,18630.0,103481.0,134
386,704,train,2919.0,13730.0,110292.0,161
387,705,train,1906.0,12451.0,120521.0,179
388,711,train,3483.0,14486.0,120416.0,165
389,713,train,5276.0,16814.0,102752.0,170
390,715,train,3814.0,14934.0,120929.0,144
391,716,train,5412.0,16992.0,110262.0,158
392,717,train,5290.0,16836.0,120674.0,168
393,721,train,3937.0,15096.0,102060.0,173
394,728,train,1443.0,11870.0,120650.0,143
395,729,train,437.0,10553.0,110029.0,174
396,731,train,6068.0,17834.0,120636.0,175
397,732,train,3245.0,14171.0,120413.0,173
398,733,train,5112.0,16611.0,102672.0,171
399,734,train,4518.0,15840.0,102366.0,175
400,735,train,5317.0,16874.0,120759.0,164
401,737,train,108.0,10141.0,120655.0,172
402,739,train,1361.0,11768.0,100726.0,160
403,740,train,1648.0,12120.0,120546.0,165
404,742,train,6101.0,17878.0,103176.0,146
405,744,train,5994.0,17750.0,103115.0,168
406,745,train,4067.0,15268.0,102126.0,165
407,746,train,4146.0,15374.0,102165.0,179
408,750,train,544.0,10685.0,110182.0,171
409,751,train,4660.0,16032.0,110343.0,173
410,753,train,4507.0,15827.0,110328.0,142
411,754,train,99.0,10130.0,100054.0,170
412,756,train,4104.0,15315.0,120441.0,167
413,757,train,4126.0,15345.0,120037.0,172
414,759,train,4860.0,16290.0,110359.0,167
415,762,train,3102.0,13979.0,101645.0,148
416,763,train,6291.0,18145.0,110056.0,150
417,764,train,3992.0,15170.0,120256.0,173
418,768,train,3184.0,14089.0,101684.0,160
419,769,train,761.0,10970.0,100400.0,130
420,772,train,5941.0,17685.0,120494.0,174
421,776,train,503.0,10629.0,120892.0,163
422,777,train,3315.0,14254.0,101750.0,134
423,778,train,4886.0,16325.0,110360.0,174
424,781,train,735.0,10936.0,100390.0,166
425,782,train,3457.0,14457.0,101819.0,130
426,784,train,2079.0,12655.0,110495.0,168
427,785,train,3391.0,14355.0,101785.0,168
428,786,train,6194.0,18009.0,103221.0,140
429,789,train,638.0,10799.0,100342.0,169
430,790,train,2058.0,12633.0,120010.0,170
431,791,train,6694.0,18676.0,103502.0,162
432,793,train,3131.0,14015.0,101658.0,143
433,794,train,2024.0,12592.0,120287.0,175
434,799,train,5163.0,16670.0,120486.0,176
435,801,train,1243.0,11613.0,100662.0,176
436,803,train,3239.0,14163.0,120703.0,173
437,805,train,44.0,10059.0,110101.0,138
438,806,train,2213.0,12830.0,101168.0,131
439,808,train,4510.0,15830.0,102362.0,148
440,809,train,98.0,10129.0,120297.0,174
441,810,train,113.0,10147.0,100063.0,145
442,811,train,2055.0,12627.0,110390.0,163
443,812,train,4279.0,15543.0,102240.0,174
444,813,train,2625.0,13363.0,120489.0,175
445,814,train,5025.0,16501.0,120068.0,163
446,815,train,2323.0,12967.0,101231.0,167
447,816,train,2368.0,13030.0,110426.0,167
448,821,train,6789.0,18793.0,103554.0,172
449,825,train,3529.0,14550.0,120948.0,161
450,826,train,674.0,10856.0,120050.0,178
451,827,train,6656.0,18622.0,110194.0,159
452,828,train,4338.0,15618.0,102271.0,172
453,829,train,328.0,10423.0,100172.0,178
454,830,train,7090.0,19173.0,120936.0,171
455,833,train,3015.0,13862.0,110264.0,132
456,834,train,1090.0,11413.0,100582.0,172
457,835,train,6062.0,17827.0,120164.0,148
458,836,train,4730.0,16125.0,102480.0,165
459,837,train,5083.0,16579.0,120157.0,167
460,838,train,388.0,10492.0,120466.0,176
461,839,train,6912.0,18949.0,110086.0,135
462,840,train,2994.0,13829.0,120216.0,136
463,841,train,5538.0,17158.0,110412.0,167
464,843,train,464.0,10586.0,100249.0,135
465,845,train,6334.0,18204.0,120910.0,169
466,846,train,4184.0,15425.0,120817.0,172
467,847,train,7098.0,19182.0,110415.0,180
468,850,train,5491.0,17093.0,102861.0,161
469,852,train,70.0,10097.0,110497.0,180
470,853,train,164.0,10215.0,120643.0,179
471,854,train,567.0,10711.0,110037.0,144
472,856,train,851.0,11095.0,120765.0,160
473,857,train,281.0,10363.0,110017.0,136
474,858,train,5553.0,17182.0,120524.0,169
475,859,train,6817.0,18832.0,120293.0,165
476,862,train,4036.0,15230.0,102102.0,156
477,863,train,191.0,10249.0,110130.0,148
478,864,train,1500.0,11943.0,120556.0,171
479,865,train,194.0,10253.0,110012.0,175
480,866,train,3061.0,13929.0,101620.0,176
481,867,train,4760.0,16162.0,102497.0,133
482,868,train,6245.0,18080.0,120221.0,135
483,869,train,3518.0,14533.0,120568.0,166
484,872,train,2427.0,13107.0,101284.0,140
485,873,train,5567.0,17201.0,120671.0,177
486,875,train,5019.0,16493.0,102628.0,147
487,876,train,4397.0,15694.0,120255.0,163
488,878,train,1459.0,11891.0,100781.0,167
489,881,train,4190.0,15433.0,102192.0,174
490,883,train,5561.0,17191.0,120960.0,168
491,884,train,6564.0,18505.0,103421.0,165
492,885,train,824.0,11061.0,100438.0,180
493,886,train,3451.0,14447.0,110365.0,171
494,887,train,4691.0,16075.0,102457.0,178
495,890,train,5849.0,17560.0,120957.0,164
496,893,train,3416.0,14392.0,120835.0,174
497,894,train,4903.0,16345.0,102569.0,138
498,895,train,6734.0,18725.0,103526.0,142
499,896,train,4968.0,16428.0,102602.0,179
500,897,train,5446.0,17035.0,102840.0,148
501,898,train,4217.0,15466.0,102207.0,173
502,899,train,1632.0,12100.0,120590.0,179
503,901,train,2729.0,13493.0,120493.0,135
504,903,train,61.0,10086.0,100038.0,176
505,904,train,640.0,10802.0,100344.0,161
506,905,train,1245.0,11617.0,100663.0,140
507,907,train,1112.0,11442.0,100593.0,162
508,912,train,978.0,11258.0,100517.0,155
509,913,train,91.0,10120.0,100050.0,177
510,914,train,3932.0,15089.0,102058.0,168
511,915,train,2622.0,13356.0,101392.0,179
512,916,train,3525.0,14546.0,110454.0,154
513,920,train,4904.0,16346.0,102570.0,176
514,927,train,405.0,10517.0,100215.0,142
515,928,train,3217.0,14134.0,120763.0,158
516,929,train,5535.0,17154.0,110206.0,164
517,931,train,6593.0,18542.0,103439.0,168
518,932,train,6464.0,18367.0,120267.0,142
519,934,train,332.0,10427.0,100176.0,174
520,936,train,2802.0,13583.0,120247.0,172
521,938,train,5154.0,16660.0,110052.0,175
522,940,train,682.0,10866.0,110329.0,173
523,941,train,6502.0,18415.0,120108.0,180
524,942,train,4368.0,15653.0,102287.0,180
525,943,train,3362.0,14315.0,110461.0,170
526,944,train,2955.0,13780.0,110206.0,139
527,945,train,7078.0,19159.0,110294.0,163
528,946,train,3419.0,14396.0,110244.0,153
529,947,train,3445.0,14438.0,120034.0,161
530,949,train,2807.0,13588.0,120696.0,137
531,950,train,6389.0,18274.0,120077.0,166
532,951,train,2130.0,12723.0,120571.0,136
533,956,train,3278.0,14209.0,101728.0,154
534,957,train,1344.0,11743.0,100718.0,165
535,958,train,7067.0,19147.0,103698.0,178
536,959,train,958.0,11228.0,120814.0,179
537,960,train,4574.0,15919.0,120831.0,166
538,962,train,4731.0,16126.0,110347.0,172
539,963,train,4547.0,15880.0,102377.0,169
540,965,train,4149.0,15378.0,110424.0,170
541,967,train,96.0,10127.0,120201.0,167
542,968,train,976.0,11255.0,120854.0,171
543,969,train,752.0,10961.0,120125.0,145
544,971,train,3076.0,13948.0,101629.0,169
545,973,train,3861.0,14999.0,110116.0,130
546,974,train,253.0,10332.0,110034.0,162
547,975,train,4426.0,15728.0,120727.0,166
548,976,train,2851.0,13643.0,101514.0,156
549,977,train,6415.0,18308.0,103347.0,176
550,980,train,786.0,11004.0,120911.0,176
551,981,train,124.0,10162.0,110008.0,135
552,982,train,2498.0,13204.0,120791.0,139
553,985,train,1497.0,11940.0,100802.0,149
554,986,train,1024.0,11324.0,100543.0,149
555,989,train,5969.0,17723.0,120717.0,131
556,991,train,4252.0,15511.0,110016.0,166
557,992,train,4911.0,16354.0,102573.0,164
558,997,train,2428.0,13108.0,120485.0,166
559,998,train,5863.0,17578.0,110436.0,144
560,999,train,1832.0,12355.0,100976.0,176
561,1001,train,1155.0,11506.0,110088.0,130
562,1003,train,3738.0,14837.0,120091.0,163
563,1004,train,3223.0,14143.0,110230.0,131
564,1010,train,3078.0,13950.0,101630.0,168
565,1013,train,1859.0,12392.0,100989.0,172
566,1015,train,6047.0,17810.0,120799.0,171
567,1018,train,1748.0,12247.0,120645.0,131
568,1019,train,3884.0,15026.0,102035.0,159
569,1020,train,4629.0,15989.0,102422.0,153
570,1024,train,5239.0,16762.0,110112.0,176
571,1025,train,4926.0,16373.0,120690.0,175
572,1026,train,577.0,10726.0,110038.0,170
573,1028,train,7015.0,19078.0,103672.0,178
574,1029,train,1605.0,12069.0,110028.0,132
575,1033,train,2454.0,13141.0,101297.0,155
576,1034,train,5275.0,16813.0,110400.0,143
577,1035,train,1760.0,12262.0,100938.0,174
578,1039,train,6534.0,18462.0,110487.0,164
579,1040,train,6877.0,18903.0,103598.0,173
580,1041,train,1075.0,11386.0,110322.0,172
581,1043,train,6705.0,18688.0,120258.0,165
582,1044,train,6949.0,18992.0,103637.0,163
583,1045,train,2034.0,12602.0,120955.0,139
584,1046,train,2641.0,13382.0,110452.0,161
585,1049,train,3704.0,14784.0,101935.0,174
586,1050,train,6199.0,18016.0,110148.0,137
587,1051,train,1152.0,11501.0,110157.0,163
588,1052,train,2295.0,12932.0,110043.0,180
589,1053,train,6618.0,18571.0,103455.0,151
590,1055,train,3830.0,14959.0,110080.0,167
591,1056,train,2141.0,12737.0,101138.0,161
592,1057,train,5947.0,17694.0,110034.0,159
593,1058,train,6428.0,18324.0,120310.0,175
594,1059,train,3700.0,14779.0,101932.0,166
595,1061,train,386.0,10490.0,100205.0,178
596,1062,train,6513.0,18430.0,103393.0,141
597,1063,train,1487.0,11927.0,120016.0,176
598,1064,train,3949.0,15111.0,110188.0,132
599,1065,train,2117.0,12706.0,101126.0,177
600,1066,train,881.0,11133.0,100474.0,173
601,1067,train,2040.0,12608.0,101085.0,167
602,1070,train,1007.0,11300.0,100535.0,158
603,1073,train,587.0,10740.0,110208.0,160
604,1075,train,1893.0,12435.0,110137.0,140
605,1076,train,2268.0,12901.0,101199.0,173
606,1079,train,621.0,10779.0,100333.0,163
